max_depth,min_samples_split,min_samples_leaf,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
20,2,10,0.4741721854304636,0.5042125729099157,0.49099399599733157,0.4924092409240924,0.4937458854509546,0.49110677614255155,0.009666605436278022,70,2.2391180992126465,0.4694966662777145,0.05897359848022461,0.02770647239479955
20,5,10,0.4741721854304636,0.5042125729099157,0.49099399599733157,0.4924092409240924,0.4937458854509546,0.49110677614255155,0.009666605436278022,70,1.947353982925415,0.5175436362783871,0.07278223037719726,0.05279125405953956
20,10,10,0.4741721854304636,0.5042125729099157,0.49099399599733157,0.4924092409240924,0.4937458854509546,0.49110677614255155,0.009666605436278022,70,2.4347986698150637,0.7843655987106084,0.0694005012512207,0.013116650030357065
20,20,10,0.4741721854304636,0.5042125729099157,0.49099399599733157,0.4924092409240924,0.4937458854509546,0.49110677614255155,0.009666605436278022,70,2.4527256965637205,0.7913265742134611,0.06618971824645996,0.017975163463050847
15,5,1,0.48739495798319327,0.4986979166666667,0.4678837052062204,0.499672131147541,0.4996704021094265,0.49066382262260955,0.01229986983001658,74,1.7459117889404296,0.2913261407000642,0.05679898262023926,0.019725654807179315
10,100,10,0.48005502063273725,0.5069832402234636,0.4574314574314574,0.5154929577464789,0.4930909090909091,0.49061071702500925,0.020521319477026647,75,0.9370058059692383,0.13863304562131668,0.05937962532043457,0.023792598152999958
15,2,20,0.4750171115674196,0.49794801641586867,0.4808362369337979,0.508544087491456,0.4896797153024911,0.49040503354220666,0.011956571135490547,76,1.5805861473083496,0.4605905664479591,0.06596636772155762,0.029380949491246644
15,5,20,0.4750171115674196,0.49794801641586867,0.4808362369337979,0.508544087491456,0.4896797153024911,0.49040503354220666,0.011956571135490547,76,1.6836921215057372,0.39651064545540265,0.08533391952514649,0.02907844911971247
15,10,20,0.4750171115674196,0.49794801641586867,0.4808362369337979,0.508544087491456,0.4896797153024911,0.49040503354220666,0.011956571135490547,76,1.7293499946594237,0.30442071427195266,0.08277082443237305,0.028385242350269745
15,20,20,0.4750171115674196,0.49794801641586867,0.4808362369337979,0.508544087491456,0.4896797153024911,0.49040503354220666,0.011956571135490547,76,1.8118977069854736,0.7445586133100587,0.07091879844665527,0.03305885707352166
15,20,2,0.5006535947712418,0.5019556714471969,0.4642857142857143,0.5003282994090611,0.48406779661016947,0.4902582153046767,0.014554676781864652,80,1.8541199207305907,0.8240636471909676,0.05709261894226074,0.011955105070034227
15,10,1,0.49186727391021473,0.49473684210526314,0.46028513238289204,0.4956810631229236,0.49867724867724866,0.48824951203970846,0.014150235509036881,81,1.7909944534301758,0.5206114874428583,0.0647862434387207,0.015397820559656467
,20,1,0.5030978934324659,0.5094454600853139,0.4710375556970083,0.47770700636942676,0.4786885245901639,0.4879952880348758,0.015285469193158,82,2.8364044666290282,1.0283922092299378,0.059560298919677734,0.018292127269771034
15,20,1,0.48677248677248675,0.5129533678756477,0.4582763337893297,0.5,0.48070412999322953,0.48774126368613874,0.018463849473062822,83,1.9955667495727538,0.8642231353098695,0.0616950511932373,0.02012023912050846
10,50,5,0.4948453608247423,0.49726027397260275,0.5041208791208791,0.4802300503235083,0.4618867924528302,0.4876686713389125,0.015061322753776078,84,1.119053316116333,0.35779115599670264,0.08389701843261718,0.02184465726844045
20,2,1,0.4935064935064935,0.4758364312267658,0.4845034788108792,0.479064039408867,0.4972510690287111,0.4860323023963433,0.008204560159171273,85,2.5212554931640625,0.48825209879671977,0.06908149719238281,0.010172278464379179
20,5,1,0.4880803011292346,0.47470331043098063,0.4849648112603967,0.4827586206896552,0.4993849938499385,0.48597840747204113,0.008033389480708527,86,3.003700590133667,0.9376503882739969,0.06614832878112793,0.017817254620312785
15,20,5,0.49411764705882355,0.49836065573770494,0.4571026722925457,0.5042567125081859,0.47560975609756095,0.4858894887389642,0.017291276464936514,87,1.9003224849700928,0.6235673088274776,0.05982952117919922,0.02282136459467755
15,2,10,0.4606971975393028,0.5118421052631579,0.47332421340629277,0.505685618729097,0.47434119278779474,0.48517806554512904,0.019943897671641956,88,1.6235090255737306,0.38936484497379453,0.05152907371520996,0.019273821230765088
15,5,10,0.4606971975393028,0.5118421052631579,0.47332421340629277,0.505685618729097,0.47434119278779474,0.48517806554512904,0.019943897671641956,88,1.901544189453125,0.26969820702821184,0.06782522201538085,0.016056002256570414
15,10,10,0.4606971975393028,0.5118421052631579,0.47332421340629277,0.505685618729097,0.47434119278779474,0.48517806554512904,0.019943897671641956,88,1.9386725902557373,0.8471329501307211,0.08520040512084961,0.03361012256651324
15,20,10,0.4606971975393028,0.5118421052631579,0.47332421340629277,0.505685618729097,0.47434119278779474,0.48517806554512904,0.019943897671641956,88,1.8281792163848878,0.5521313016600594,0.07777624130249024,0.01006084690472231
10,2,50,0.47658979734451434,0.49506346967559944,0.4449275362318841,0.5021097046413502,0.49746192893401014,0.48323048736547164,0.021024714380541737,92,0.9634861946105957,0.25064400238133777,0.049278879165649415,0.01406179461071706
